"sy","sys_id_ga","sys_nm","metro_resa","enr_k12"
2015,710,"Paulding County",FALSE,28332
2016,710,"Paulding County",FALSE,28466
2017,710,"Paulding County",FALSE,28807
2018,710,"Paulding County",FALSE,29209
2019,710,"Paulding County",FALSE,29710
2020,710,"Paulding County",FALSE,30226
2021,710,"Paulding County",FALSE,29735
2022,710,"Paulding County",FALSE,30913
2023,710,"Paulding County",FALSE,31302
2024,710,"Paulding County",FALSE,31591
2015,711,"Peach County",FALSE,3604
2016,711,"Peach County",FALSE,3603
2017,711,"Peach County",FALSE,3548
2018,711,"Peach County",FALSE,3566
2019,711,"Peach County",FALSE,3504
2020,711,"Peach County",FALSE,3591
2021,711,"Peach County",FALSE,3552
2022,711,"Peach County",FALSE,3656
2023,711,"Peach County",FALSE,3764
2024,711,"Peach County",FALSE,3918
2015,784,"Pelham City",FALSE,1413
2016,784,"Pelham City",FALSE,1387
2017,784,"Pelham City",FALSE,1415
2018,784,"Pelham City",FALSE,1399
2019,784,"Pelham City",FALSE,1343
2020,784,"Pelham City",FALSE,1352
2021,784,"Pelham City",FALSE,1321
2022,784,"Pelham City",FALSE,1322
2023,784,"Pelham City",FALSE,1321
2024,784,"Pelham City",FALSE,1229
2015,712,"Pickens County",FALSE,4272
2016,712,"Pickens County",FALSE,4248
2017,712,"Pickens County",FALSE,4325
2018,712,"Pickens County",FALSE,4300
2019,712,"Pickens County",FALSE,4243
2020,712,"Pickens County",FALSE,4247
2021,712,"Pickens County",FALSE,4105
2022,712,"Pickens County",FALSE,4028
2023,712,"Pickens County",FALSE,4044
2024,712,"Pickens County",FALSE,3931
2015,713,"Pierce County",FALSE,3588
2016,713,"Pierce County",FALSE,3483
2017,713,"Pierce County",FALSE,3503
2018,713,"Pierce County",FALSE,3511
2019,713,"Pierce County",FALSE,3477
2020,713,"Pierce County",FALSE,3460
2021,713,"Pierce County",FALSE,3418
2022,713,"Pierce County",FALSE,3419
2023,713,"Pierce County",FALSE,3489
2024,713,"Pierce County",FALSE,3484
2015,714,"Pike County",FALSE,3340
2016,714,"Pike County",FALSE,3315
2017,714,"Pike County",FALSE,3232
2018,714,"Pike County",FALSE,3261
2019,714,"Pike County",FALSE,3193
2020,714,"Pike County",FALSE,3276
2021,714,"Pike County",FALSE,3317
2022,714,"Pike County",FALSE,3406
2023,714,"Pike County",FALSE,3490
2024,714,"Pike County",FALSE,3432
2015,715,"Polk County",FALSE,7396
2016,715,"Polk County",FALSE,7456
2017,715,"Polk County",FALSE,7431
2018,715,"Polk County",FALSE,7503
2019,715,"Polk County",FALSE,7550
2020,715,"Polk County",FALSE,7688
2021,715,"Polk County",FALSE,7413
2022,715,"Polk County",FALSE,7521
2023,715,"Polk County",FALSE,7541
2024,715,"Polk County",FALSE,7566
2015,716,"Pulaski County",FALSE,1321
2016,716,"Pulaski County",FALSE,1300
2017,716,"Pulaski County",FALSE,1283
2018,716,"Pulaski County",FALSE,1250
2019,716,"Pulaski County",FALSE,1281
2020,716,"Pulaski County",FALSE,1259
2021,716,"Pulaski County",FALSE,1210
2022,716,"Pulaski County",FALSE,1166
2023,716,"Pulaski County",FALSE,1245
2024,716,"Pulaski County",FALSE,1252
2015,717,"Putnam County",FALSE,2709
2016,717,"Putnam County",FALSE,2722
2017,717,"Putnam County",FALSE,2822
2018,717,"Putnam County",FALSE,2818
2019,717,"Putnam County",FALSE,2819
2020,717,"Putnam County",FALSE,2853
2021,717,"Putnam County",FALSE,2871
2022,717,"Putnam County",FALSE,2805
2023,717,"Putnam County",FALSE,2808
2024,717,"Putnam County",FALSE,2811
2015,718,"Quitman County",FALSE,300
2016,718,"Quitman County",FALSE,299
2017,718,"Quitman County",FALSE,315
2018,718,"Quitman County",FALSE,312
2019,718,"Quitman County",FALSE,298
2020,718,"Quitman County",FALSE,282
2021,718,"Quitman County",FALSE,265
2022,718,"Quitman County",FALSE,253
2023,718,"Quitman County",FALSE,294
2024,718,"Quitman County",FALSE,301
2015,719,"Rabun County",FALSE,2159
2016,719,"Rabun County",FALSE,2154
2017,719,"Rabun County",FALSE,2138
2018,719,"Rabun County",FALSE,2159
2019,719,"Rabun County",FALSE,2142
2020,719,"Rabun County",FALSE,2183
2021,719,"Rabun County",FALSE,2066
2022,719,"Rabun County",FALSE,2119
2023,719,"Rabun County",FALSE,2154
2024,719,"Rabun County",FALSE,2179
2015,720,"Randolph County",FALSE,912
2016,720,"Randolph County",FALSE,908
2017,720,"Randolph County",FALSE,871
2018,720,"Randolph County",FALSE,799
2019,720,"Randolph County",FALSE,713
2020,720,"Randolph County",FALSE,712
2021,720,"Randolph County",FALSE,710
2022,720,"Randolph County",FALSE,694
2023,720,"Randolph County",FALSE,638
2024,720,"Randolph County",FALSE,627
2015,721,"Richmond County",FALSE,30550
2016,721,"Richmond County",FALSE,30201
2017,721,"Richmond County",FALSE,29853
2018,721,"Richmond County",FALSE,29544
2019,721,"Richmond County",FALSE,29662
2020,721,"Richmond County",FALSE,29398
2021,721,"Richmond County",FALSE,28295
2022,721,"Richmond County",FALSE,28191
2023,721,"Richmond County",FALSE,28276
2024,721,"Richmond County",FALSE,28032
2015,722,"Rockdale County",TRUE,16142
2016,722,"Rockdale County",TRUE,16183
2017,722,"Rockdale County",TRUE,16127
2018,722,"Rockdale County",TRUE,16262
2019,722,"Rockdale County",TRUE,16340
2020,722,"Rockdale County",TRUE,16104
2021,722,"Rockdale County",TRUE,15334
2022,722,"Rockdale County",TRUE,15203
2023,722,"Rockdale County",TRUE,15293
2024,722,"Rockdale County",TRUE,14947
2015,785,"Rome City",FALSE,6052
2016,785,"Rome City",FALSE,6003
2017,785,"Rome City",FALSE,6072
2018,785,"Rome City",FALSE,6179
2019,785,"Rome City",FALSE,6305
2020,785,"Rome City",FALSE,6235
2021,785,"Rome City",FALSE,6131
2022,785,"Rome City",FALSE,6321
2023,785,"Rome City",FALSE,6340
2024,785,"Rome City",FALSE,6206
2015,625,"Savannah-Chatham County",FALSE,36552
2016,625,"Savannah-Chatham County",FALSE,36723
2017,625,"Savannah-Chatham County",FALSE,36436
2018,625,"Savannah-Chatham County",FALSE,35954
2019,625,"Savannah-Chatham County",FALSE,35915
2020,625,"Savannah-Chatham County",FALSE,35771
2021,625,"Savannah-Chatham County",FALSE,34931
2022,625,"Savannah-Chatham County",FALSE,34472
2023,625,"Savannah-Chatham County",FALSE,34751
2024,625,"Savannah-Chatham County",FALSE,34159
2015,723,"Schley County",FALSE,1316
2016,723,"Schley County",FALSE,1270
2017,723,"Schley County",FALSE,1242
2018,723,"Schley County",FALSE,1257
2019,723,"Schley County",FALSE,1236
2020,723,"Schley County",FALSE,1219
2021,723,"Schley County",FALSE,1191
2022,723,"Schley County",FALSE,1192
2023,723,"Schley County",FALSE,1162
2024,723,"Schley County",FALSE,1164
2015,724,"Screven County",FALSE,2259
2016,724,"Screven County",FALSE,2171
2017,724,"Screven County",FALSE,2229
2018,724,"Screven County",FALSE,2240
2019,724,"Screven County",FALSE,2211
2020,724,"Screven County",FALSE,2190
2021,724,"Screven County",FALSE,2063
2022,724,"Screven County",FALSE,1984
2023,724,"Screven County",FALSE,1952
2024,724,"Screven County",FALSE,1999
2015,725,"Seminole County",FALSE,1578
2016,725,"Seminole County",FALSE,1497
2017,725,"Seminole County",FALSE,1467
2018,725,"Seminole County",FALSE,1433
2019,725,"Seminole County",FALSE,1386
2020,725,"Seminole County",FALSE,1276
2021,725,"Seminole County",FALSE,1250
2022,725,"Seminole County",FALSE,1252
2023,725,"Seminole County",FALSE,1272
2024,725,"Seminole County",FALSE,1269
2015,786,"Social Circle City",FALSE,1597
2016,786,"Social Circle City",FALSE,1626
2017,786,"Social Circle City",FALSE,1664
2018,786,"Social Circle City",FALSE,1716
2019,786,"Social Circle City",FALSE,1722
2020,786,"Social Circle City",FALSE,1706
2021,786,"Social Circle City",FALSE,1751
2022,786,"Social Circle City",FALSE,1847
2023,786,"Social Circle City",FALSE,1845
2024,786,"Social Circle City",FALSE,1848
2023,783,"State Charter Schools II- Amana Academy West Atlanta",FALSE,13267
2024,783,"State Charter Schools II- Amana Academy West Atlanta",FALSE,15387
2015,783,"State Charter Schools II- Atlanta Heights Charter School",FALSE,2697
2016,783,"State Charter Schools II- Atlanta Heights Charter School",FALSE,2890
2022,783,"State Charter Schools II- D.E.L.T.A. STEAM Academy",FALSE,12097
2021,783,"State Charter Schools II- Harriet Tubman School of Science & Technology",FALSE,11007
2019,783,"State Charter Schools II- International Charter Academy of Georgia",FALSE,6229
2020,783,"State Charter Schools II- International Charter Academy of Georgia",FALSE,9516
2018,783,"State Charter Schools II- Ivy Preparatory Academy at Gwinnett",FALSE,5660
2017,783,"State Charter Schools II- Southwest Georgia S.T.E.M. Charter Academy",FALSE,3894
2022,782,"State Charter Schools- Coastal Plains Charter High School",FALSE,28508
2023,782,"State Charter Schools- Coastal Plains Charter High School",FALSE,27944
2024,782,"State Charter Schools- Coastal Plains High School",FALSE,28330
2016,782,"State Charter Schools- Dubois Integrity Academy",FALSE,26194
2017,782,"State Charter Schools- Dubois Integrity Academy",FALSE,26783
2018,782,"State Charter Schools- Dubois Integrity Academy",FALSE,28426
2019,782,"State Charter Schools- Dubois Integrity Academy",FALSE,24839
2020,782,"State Charter Schools- Dubois Integrity Academy",FALSE,23612
2021,782,"State Charter Schools- Dubois Integrity Academy",FALSE,27611
2015,782,"State Charter Schools- Graduation Achievement Center Charter High School",FALSE,23138
2020,799,"State Schools",FALSE,323
2021,799,"State Schools",FALSE,318
2022,799,"State Schools",FALSE,315
2023,799,"State Schools",FALSE,298
2024,799,"State Schools",FALSE,272
2015,799,"State Schools- Atlanta Area School for the Deaf",FALSE,382
2016,799,"State Schools- Atlanta Area School for the Deaf",FALSE,382
2017,799,"State Schools- Atlanta Area School for the Deaf",FALSE,352
2018,799,"State Schools- Atlanta Area School for the Deaf",FALSE,337
2019,799,"State Schools- Atlanta Area School for the Deaf",FALSE,331
2015,727,"Stephens County",FALSE,3921
2016,727,"Stephens County",FALSE,3940
2017,727,"Stephens County",FALSE,3914
2018,727,"Stephens County",FALSE,3861
2019,727,"Stephens County",FALSE,3792
2020,727,"Stephens County",FALSE,3808
2021,727,"Stephens County",FALSE,3779
2022,727,"Stephens County",FALSE,3679
2023,727,"Stephens County",FALSE,3679
2024,727,"Stephens County",FALSE,3705
2015,728,"Stewart County",FALSE,474
2016,728,"Stewart County",FALSE,474
2017,728,"Stewart County",FALSE,484
2018,728,"Stewart County",FALSE,446
2019,728,"Stewart County",FALSE,425
2020,728,"Stewart County",FALSE,402
2021,728,"Stewart County",FALSE,402
2022,728,"Stewart County",FALSE,392
2023,728,"Stewart County",FALSE,384
2024,728,"Stewart County",FALSE,345
2015,729,"Sumter County",FALSE,4504
2016,729,"Sumter County",FALSE,4541
2017,729,"Sumter County",FALSE,4446
2018,729,"Sumter County",FALSE,4337
2019,729,"Sumter County",FALSE,4241
2020,729,"Sumter County",FALSE,4161
2021,729,"Sumter County",FALSE,3478
2022,729,"Sumter County",FALSE,3417
2023,729,"Sumter County",FALSE,3393
2024,729,"Sumter County",FALSE,3416
2015,730,"Talbot County",FALSE,504
2016,730,"Talbot County",FALSE,496
2017,730,"Talbot County",FALSE,469
2018,730,"Talbot County",FALSE,458
2019,730,"Talbot County",FALSE,427
2020,730,"Talbot County",FALSE,429
2021,730,"Talbot County",FALSE,443
2022,730,"Talbot County",FALSE,396
2023,730,"Talbot County",FALSE,386
2024,730,"Talbot County",FALSE,368
2015,731,"Taliaferro County",FALSE,178
2016,731,"Taliaferro County",FALSE,151
2017,731,"Taliaferro County",FALSE,145
2018,731,"Taliaferro County",FALSE,163
2019,731,"Taliaferro County",FALSE,162
2020,731,"Taliaferro County",FALSE,164
2021,731,"Taliaferro County",FALSE,170
2022,731,"Taliaferro County",FALSE,168
2023,731,"Taliaferro County",FALSE,174
2024,731,"Taliaferro County",FALSE,177
2015,732,"Tattnall County",FALSE,3557
2016,732,"Tattnall County",FALSE,3546
2017,732,"Tattnall County",FALSE,3544
2018,732,"Tattnall County",FALSE,3658
2019,732,"Tattnall County",FALSE,3567
2020,732,"Tattnall County",FALSE,3572
2021,732,"Tattnall County",FALSE,3528
2022,732,"Tattnall County",FALSE,3402
2023,732,"Tattnall County",FALSE,3383
2024,732,"Tattnall County",FALSE,3408
2015,733,"Taylor County",FALSE,1376
2016,733,"Taylor County",FALSE,1379
2017,733,"Taylor County",FALSE,1389
2018,733,"Taylor County",FALSE,1345
2019,733,"Taylor County",FALSE,1349
2020,733,"Taylor County",FALSE,1326
2021,733,"Taylor County",FALSE,1271
2022,733,"Taylor County",FALSE,1204
2023,733,"Taylor County",FALSE,1166
2024,733,"Taylor County",FALSE,1128
2015,734,"Telfair County",FALSE,1593
2016,734,"Telfair County",FALSE,1634
2017,734,"Telfair County",FALSE,1627
2018,734,"Telfair County",FALSE,1645
2019,734,"Telfair County",FALSE,1617
2020,734,"Telfair County",FALSE,1582
2021,734,"Telfair County",FALSE,1526
2022,734,"Telfair County",FALSE,1500
2023,734,"Telfair County",FALSE,1470
2024,734,"Telfair County",FALSE,1475
2015,735,"Terrell County",FALSE,1387
2016,735,"Terrell County",FALSE,1363
2017,735,"Terrell County",FALSE,1335
2018,735,"Terrell County",FALSE,1286
2019,735,"Terrell County",FALSE,1205
2020,735,"Terrell County",FALSE,1162
2021,735,"Terrell County",FALSE,1124
2022,735,"Terrell County",FALSE,1005
2023,735,"Terrell County",FALSE,990
2024,735,"Terrell County",FALSE,923
2015,736,"Thomas County",FALSE,5337
2016,736,"Thomas County",FALSE,5467
2017,736,"Thomas County",FALSE,5497
2018,736,"Thomas County",FALSE,5486
2019,736,"Thomas County",FALSE,5494
2020,736,"Thomas County",FALSE,5478
2021,736,"Thomas County",FALSE,5522
2022,736,"Thomas County",FALSE,5452
2023,736,"Thomas County",FALSE,5388
2024,736,"Thomas County",FALSE,5437
2015,745,"Thomaston-Upson County",FALSE,4100
2016,745,"Thomaston-Upson County",FALSE,4068
2017,745,"Thomaston-Upson County",FALSE,4040
2018,745,"Thomaston-Upson County",FALSE,4006
2019,745,"Thomaston-Upson County",FALSE,3941
2020,745,"Thomaston-Upson County",FALSE,3993
2021,745,"Thomaston-Upson County",FALSE,3898
2022,745,"Thomaston-Upson County",FALSE,3907
2023,745,"Thomaston-Upson County",FALSE,3913
2024,745,"Thomaston-Upson County",FALSE,3937
2015,789,"Thomasville City",FALSE,2792
2016,789,"Thomasville City",FALSE,2705
2017,789,"Thomasville City",FALSE,2737
2018,789,"Thomasville City",FALSE,2692
2019,789,"Thomasville City",FALSE,2678
2020,789,"Thomasville City",FALSE,2609
2021,789,"Thomasville City",FALSE,2576
2022,789,"Thomasville City",FALSE,2607
2023,789,"Thomasville City",FALSE,2624
2024,789,"Thomasville City",FALSE,2511
2015,737,"Tift County",FALSE,7608
2016,737,"Tift County",FALSE,7501
2017,737,"Tift County",FALSE,7431
2018,737,"Tift County",FALSE,7514
2019,737,"Tift County",FALSE,7516
2020,737,"Tift County",FALSE,7500
2021,737,"Tift County",FALSE,7441
2022,737,"Tift County",FALSE,7265
2023,737,"Tift County",FALSE,7288
2024,737,"Tift County",FALSE,7236
2015,738,"Toombs County",FALSE,2844
2016,738,"Toombs County",FALSE,2853
2017,738,"Toombs County",FALSE,2830
2018,738,"Toombs County",FALSE,2779
2019,738,"Toombs County",FALSE,2754
2020,738,"Toombs County",FALSE,2808
2021,738,"Toombs County",FALSE,2721
2022,738,"Toombs County",FALSE,2776
2023,738,"Toombs County",FALSE,2832
2024,738,"Toombs County",FALSE,2895
2015,739,"Towns County",FALSE,1022
2016,739,"Towns County",FALSE,1015
2017,739,"Towns County",FALSE,1007
2018,739,"Towns County",FALSE,987
2019,739,"Towns County",FALSE,938
2020,739,"Towns County",FALSE,921
2021,739,"Towns County",FALSE,937
2022,739,"Towns County",FALSE,967
2023,739,"Towns County",FALSE,947
2024,739,"Towns County",FALSE,949
2015,740,"Treutlen County",FALSE,1134
2016,740,"Treutlen County",FALSE,1134
2017,740,"Treutlen County",FALSE,1099
2018,740,"Treutlen County",FALSE,1063
2019,740,"Treutlen County",FALSE,1053
2020,740,"Treutlen County",FALSE,1045
2021,740,"Treutlen County",FALSE,1049
2022,740,"Treutlen County",FALSE,999
2023,740,"Treutlen County",FALSE,959
2024,740,"Treutlen County",FALSE,925
2015,791,"Trion City",FALSE,1346
2016,791,"Trion City",FALSE,1350
2017,791,"Trion City",FALSE,1323
2018,791,"Trion City",FALSE,1322
2019,791,"Trion City",FALSE,1311
2020,791,"Trion City",FALSE,1287
2021,791,"Trion City",FALSE,1233
2022,791,"Trion City",FALSE,1260
2023,791,"Trion City",FALSE,1241
2024,791,"Trion City",FALSE,1229
2015,741,"Troup County",FALSE,12142
2016,741,"Troup County",FALSE,11929
2017,741,"Troup County",FALSE,11862
2018,741,"Troup County",FALSE,11730
2019,741,"Troup County",FALSE,11578
2020,741,"Troup County",FALSE,11571
2021,741,"Troup County",FALSE,11655
2022,741,"Troup County",FALSE,11604
2023,741,"Troup County",FALSE,11742
2024,741,"Troup County",FALSE,11722
2015,742,"Turner County",FALSE,1339
2016,742,"Turner County",FALSE,1315
2017,742,"Turner County",FALSE,1266
2018,742,"Turner County",FALSE,1147
2019,742,"Turner County",FALSE,1145
2020,742,"Turner County",FALSE,1124
2021,742,"Turner County",FALSE,1097
2022,742,"Turner County",FALSE,1085
2023,742,"Turner County",FALSE,1116
2024,742,"Turner County",FALSE,1068
2015,743,"Twiggs County",FALSE,878
2016,743,"Twiggs County",FALSE,797
2017,743,"Twiggs County",FALSE,808
2018,743,"Twiggs County",FALSE,767
2019,743,"Twiggs County",FALSE,746
2020,743,"Twiggs County",FALSE,741
2021,743,"Twiggs County",FALSE,698
2022,743,"Twiggs County",FALSE,675
2023,743,"Twiggs County",FALSE,683
2024,743,"Twiggs County",FALSE,701
2015,744,"Union County",FALSE,2686
2016,744,"Union County",FALSE,2676
2017,744,"Union County",FALSE,2720
2018,744,"Union County",FALSE,2766
2019,744,"Union County",FALSE,2761
2020,744,"Union County",FALSE,2746
2021,744,"Union County",FALSE,2783
2022,744,"Union County",FALSE,2872
2023,744,"Union County",FALSE,2882
2024,744,"Union County",FALSE,2911
2015,792,"Valdosta City",FALSE,7861
2016,792,"Valdosta City",FALSE,7609
2017,792,"Valdosta City",FALSE,7884
2018,792,"Valdosta City",FALSE,8104
2019,792,"Valdosta City",FALSE,8171
2020,792,"Valdosta City",FALSE,8124
2021,792,"Valdosta City",FALSE,8022
2022,792,"Valdosta City",FALSE,8010
2023,792,"Valdosta City",FALSE,8001
2024,792,"Valdosta City",FALSE,8135
2015,793,"Vidalia City",FALSE,2410
2016,793,"Vidalia City",FALSE,4360
2017,793,"Vidalia City",FALSE,2379
2018,793,"Vidalia City",FALSE,2390
2019,793,"Vidalia City",FALSE,2407
2020,793,"Vidalia City",FALSE,2410
2021,793,"Vidalia City",FALSE,2319
2022,793,"Vidalia City",FALSE,2319
2023,793,"Vidalia City",FALSE,2234
2024,793,"Vidalia City",FALSE,2221
2015,746,"Walker County",FALSE,8801
2016,746,"Walker County",FALSE,8716
2017,746,"Walker County",FALSE,8650
2018,746,"Walker County",FALSE,8498
2019,746,"Walker County",FALSE,8364
2020,746,"Walker County",FALSE,8365
2021,746,"Walker County",FALSE,8157
2022,746,"Walker County",FALSE,8085
2023,746,"Walker County",FALSE,8073
2024,746,"Walker County",FALSE,8090
2015,747,"Walton County",FALSE,13383
2016,747,"Walton County",FALSE,13468
2017,747,"Walton County",FALSE,13584
2018,747,"Walton County",FALSE,13579
2019,747,"Walton County",FALSE,13567
2020,747,"Walton County",FALSE,13693
2021,747,"Walton County",FALSE,13360
2022,747,"Walton County",FALSE,13803
2023,747,"Walton County",FALSE,14045
2024,747,"Walton County",FALSE,14189
2015,748,"Ware County",FALSE,5764
2016,748,"Ware County",FALSE,5817
2017,748,"Ware County",FALSE,5835
2018,748,"Ware County",FALSE,5788
2019,748,"Ware County",FALSE,5809
2020,748,"Ware County",FALSE,5820
2021,748,"Ware County",FALSE,5774
2022,748,"Ware County",FALSE,5715
2023,748,"Ware County",FALSE,5654
2024,748,"Ware County",FALSE,5647
2015,749,"Warren County",FALSE,635
2016,749,"Warren County",FALSE,609
2017,749,"Warren County",FALSE,581
2018,749,"Warren County",FALSE,584
2019,749,"Warren County",FALSE,595
2020,749,"Warren County",FALSE,603
2021,749,"Warren County",FALSE,619
2022,749,"Warren County",FALSE,600
2023,749,"Warren County",FALSE,637
2024,749,"Warren County",FALSE,624
2015,750,"Washington County",FALSE,3043
2016,750,"Washington County",FALSE,3017
2017,750,"Washington County",FALSE,3030
2018,750,"Washington County",FALSE,3025
2019,750,"Washington County",FALSE,3028
2020,750,"Washington County",FALSE,2998
2021,750,"Washington County",FALSE,2913
2022,750,"Washington County",FALSE,2847
2023,750,"Washington County",FALSE,2758
2024,750,"Washington County",FALSE,2691
2015,751,"Wayne County",FALSE,5172
2016,751,"Wayne County",FALSE,5268
2017,751,"Wayne County",FALSE,5264
2018,751,"Wayne County",FALSE,5115
2019,751,"Wayne County",FALSE,5107
2020,751,"Wayne County",FALSE,5093
2021,751,"Wayne County",FALSE,4742
2022,751,"Wayne County",FALSE,4843
2023,751,"Wayne County",FALSE,4902
2024,751,"Wayne County",FALSE,4953
2015,752,"Webster County",FALSE,401
2016,752,"Webster County",FALSE,375
2017,752,"Webster County",FALSE,354
2018,752,"Webster County",FALSE,328
2019,752,"Webster County",FALSE,296
2020,752,"Webster County",FALSE,274
2021,752,"Webster County",FALSE,266
2022,752,"Webster County",FALSE,234
2023,752,"Webster County",FALSE,250
2024,752,"Webster County",FALSE,239
2015,753,"Wheeler County",FALSE,962
2016,753,"Wheeler County",FALSE,941
2017,753,"Wheeler County",FALSE,944
2018,753,"Wheeler County",FALSE,954
2019,753,"Wheeler County",FALSE,941
2020,753,"Wheeler County",FALSE,942
2021,753,"Wheeler County",FALSE,887
2022,753,"Wheeler County",FALSE,824
2023,753,"Wheeler County",FALSE,815
2024,753,"Wheeler County",FALSE,813
2015,754,"White County",FALSE,3845
2016,754,"White County",FALSE,3822
2017,754,"White County",FALSE,3786
2018,754,"White County",FALSE,3775
2019,754,"White County",FALSE,3802
2020,754,"White County",FALSE,3820
2021,754,"White County",FALSE,3724
2022,754,"White County",FALSE,3720
2023,754,"White County",FALSE,3740
2024,754,"White County",FALSE,3694
2015,755,"Whitfield County",FALSE,13105
2016,755,"Whitfield County",FALSE,12988
2017,755,"Whitfield County",FALSE,12868
2018,755,"Whitfield County",FALSE,12723
2019,755,"Whitfield County",FALSE,12613
2020,755,"Whitfield County",FALSE,12489
2021,755,"Whitfield County",FALSE,12243
2022,755,"Whitfield County",FALSE,12071
2023,755,"Whitfield County",FALSE,11928
2024,755,"Whitfield County",FALSE,11775
2015,756,"Wilcox County",FALSE,1180
2016,756,"Wilcox County",FALSE,1151
2017,756,"Wilcox County",FALSE,1149
2018,756,"Wilcox County",FALSE,1116
2019,756,"Wilcox County",FALSE,1129
2020,756,"Wilcox County",FALSE,1152
2021,756,"Wilcox County",FALSE,1136
2022,756,"Wilcox County",FALSE,1133
2023,756,"Wilcox County",FALSE,1124
2024,756,"Wilcox County",FALSE,1106
2015,757,"Wilkes County",FALSE,1532
2016,757,"Wilkes County",FALSE,1515
2017,757,"Wilkes County",FALSE,1481
2018,757,"Wilkes County",FALSE,1470
2019,757,"Wilkes County",FALSE,1398
2020,757,"Wilkes County",FALSE,1338
2021,757,"Wilkes County",FALSE,1304
2022,757,"Wilkes County",FALSE,1249
2023,757,"Wilkes County",FALSE,1195
2024,757,"Wilkes County",FALSE,1168
2015,758,"Wilkinson County",FALSE,1437
2016,758,"Wilkinson County",FALSE,1432
2017,758,"Wilkinson County",FALSE,1386
2018,758,"Wilkinson County",FALSE,1310
2019,758,"Wilkinson County",FALSE,1248
2020,758,"Wilkinson County",FALSE,1164
2021,758,"Wilkinson County",FALSE,1103
2022,758,"Wilkinson County",FALSE,1064
2023,758,"Wilkinson County",FALSE,1054
2024,758,"Wilkinson County",FALSE,1018
2015,759,"Worth County",FALSE,3227
2016,759,"Worth County",FALSE,3211
2017,759,"Worth County",FALSE,3184
2018,759,"Worth County",FALSE,3088
2019,759,"Worth County",FALSE,3070
2020,759,"Worth County",FALSE,3022
2021,759,"Worth County",FALSE,2984
2022,759,"Worth County",FALSE,2926
2023,759,"Worth County",FALSE,2964
2024,759,"Worth County",FALSE,2911
